1.000000E+10 1.141622161E+00
1.468000E+10 1.141632089E+00
2.154000E+10 1.141646306E+00
3.162000E+10 1.141109389E+00
4.642000E+10 1.141696675E+00
6.813000E+10 1.141742256E+00
1.000000E+11 1.141806309E+00
1.468000E+11 1.141755831E+00
2.154000E+11 1.142028927E+00
3.162000E+11 1.142211895E+00
4.642000E+11 1.142462758E+00
6.813000E+11 1.142797655E+00
1.000000E+12 1.143228197E+00
1.468000E+12 1.143756238E+00
2.154000E+12 1.144289726E+00
3.162000E+12 1.144982806E+00
4.642000E+12 1.145365256E+00
6.813000E+12 1.145990590E+00
1.000000E+13 1.146260021E+00
