1.6847250E-4 -1.0690436E-4
9.9856560E-3 8.3502045E-3
2.0006600E-2 1.6949518E-2
2.9942990E-2 2.6252250E-2
3.9951800E-2 3.6352318E-2
4.9949170E-2 4.6739909E-2
5.9969430E-2 5.8002182E-2
7.0012090E-2 7.0262909E-2
8.0100540E-2 8.3999091E-2
9.0041160E-2 9.8948318E-2
1.0008380E-1 1.1532391E-1
1.1003590E-1 1.3286364E-1
1.2005590E-1 1.5235986E-1
1.3004180E-1 1.7425927E-1
1.4006190E-1 1.9895091E-1
1.5005920E-1 2.2622141E-1
1.6004510E-1 2.5647718E-1
1.7005400E-1 2.9032618E-1
1.8003990E-1 3.2789523E-1
1.9003700E-1 3.7001127E-1
2.0002320E-1 4.1774623E-1
2.1004320E-1 4.7071409E-1
2.2010400E-1 5.2879818E-1
2.3003270E-1 5.9545636E-1
2.4006390E-1 6.7049727E-1
2.5003840E-1 7.5413045E-1
2.6008110E-1 8.4872864E-1
2.7002120E-1 9.5408045E-1
2.7994990E-1 1.0717150E+0
2.9015230E-1 1.2039255E+0
3.0011530E-1 1.3486291E+0
3.1005550E-1 1.5169232E+0
3.2014370E-1 1.6964986E+0
3.3004980E-1 1.9004027E+0
3.4014940E-1 2.1248645E+0
3.4995290E-1 2.3771345E+0
3.6018940E-1 2.6543659E+0
3.6992430E-1 2.9622773E+0
3.8005830E-1 3.3107527E+0
3.8998700E-1 3.6892500E+0
4.0008690E-1 4.1118173E+0
4.0992430E-1 4.5692318E+0
4.2002420E-1 5.0510500E+0
4.3003270E-1 5.6330182E+0
4.4002990E-1 6.2790500E+0
4.5002700E-1 6.9980773E+0
4.6000120E-1 7.8085773E+0
4.7002120E-1 8.7274045E+0
4.7999570E-1 9.7521864E+0
4.9002700E-1 1.0897155E+1
5.0003550E-1 1.2178136E+1
5.0999860E-1 1.3614886E+1
5.2001830E-1 1.5241150E+1
5.3000430E-1 1.7063255E+1
5.4004690E-1 1.9095686E+1
5.5002120E-1 2.1332123E+1
5.6000710E-1 2.3807895E+1
5.7006120E-1 2.6570432E+1
5.8001280E-1 2.9625805E+1
5.9006690E-1 3.3021186E+1
6.0004120E-1 3.6708086E+1
6.1007260E-1 4.0728409E+1
6.2009260E-1 4.5124591E+1
6.3005540E-1 4.8405045E+1
6.4008690E-1 5.3638682E+1
6.5009550E-1 5.9241000E+1
6.6008110E-1 6.5248955E+1
6.7005540E-1 7.1804818E+1
6.8005250E-1 7.8834773E+1
6.9010690E-1 8.6428364E+1
7.0009260E-1 9.4464409E+1
7.1007820E-1 1.0300623E+2
7.2008680E-1 1.1214064E+2
7.3009540E-1 1.2192300E+2
7.4009250E-1 1.3245082E+2
7.5008960E-1 1.4366868E+2
7.6008680E-1 1.5557395E+2
7.7010680E-1 1.6822473E+2
7.8010390E-1 1.8174464E+2
7.9008960E-1 1.9635759E+2
8.0009820E-1 2.1195041E+2
8.1006120E-1 2.2866000E+2
8.2009240E-1 2.4635991E+2
8.3008960E-1 2.6505023E+2
8.4005260E-1 2.8473350E+2
8.5010670E-1 3.0551514E+2
8.6008120E-1 3.2702636E+2
8.7010100E-1 3.4881414E+2
8.8007550E-1 3.7059668E+2
8.9000420E-1 3.9229486E+2
9.0016100E-1 4.1416168E+2
9.1006680E-1 4.3550959E+2
9.2010950E-1 4.5747636E+2
9.3008400E-1 4.5052850E+2
9.4008110E-1 4.7206727E+2
9.5002130E-1 4.9413318E+2
9.6005270E-1 5.1646273E+2
9.7007250E-1 5.3979273E+2
9.8004700E-1 5.6391227E+2
9.9005560E-1 5.8898000E+2
1.0000530E+0 6.1483727E+2
