N x
1.3358208E+0 1.8548218E+21
1.3259899E+0 1.6220074E+21
1.3132286E+0 1.6865687E+21
1.3041060E+0 1.4697200E+21
1.2878356E+0 1.2803806E+21
1.2747064E+0 1.8167158E+21
1.2669203E+0 1.4277976E+21
1.2477533E+0 1.3808827E+21
1.2388660E+0 1.2537730E+21
1.2163318E+0 1.2721292E+21
1.2076759E+0 1.7460038E+21
1.1932584E+0 1.3517078E+21
1.1775677E+0 1.4118248E+21
1.1640912E+0 1.3461049E+21
1.1465389E+0 1.3267627E+21
1.1322290E+0 1.5168209E+21
1.1182815E+0 1.2885521E+21
1.0984568E+0 1.3170580E+21
1.0848266E+0 1.5327244E+21
1.0692396E+0 1.4094526E+21
1.0526042E+0 1.4650646E+21
1.0377931E+0 1.5448161E+21
1.0223196E+0 1.4285858E+21
1.0045217E+0 1.4427635E+21
9.8886518E-1 1.5871952E+21
9.7360337E-1 1.5463774E+21
9.5659793E-1 1.5222128E+21
9.4028307E-1 1.5746101E+21
9.2381298E-1 1.6209091E+21
9.0787884E-1 1.6376241E+21
8.9115286E-1 1.6473567E+21
8.7482409E-1 1.5887927E+21
8.5618605E-1 1.6115268E+21
8.3969057E-1 1.6534421E+21
8.2118490E-1 1.5578336E+21
8.0172761E-1 1.5116906E+21
7.8110786E-1 1.5656018E+21
7.6207824E-1 1.5880532E+21
7.4094680E-1 1.5071794E+21
7.1857908E-1 1.5431759E+21
6.9720670E-1 1.6040579E+21
