N x
1.2142224E+0 1.8368660E+21
1.2054862E+0 1.8793128E+21
1.1970852E+0 1.8611119E+21
1.1880530E+0 1.6899009E+21
1.1777345E+0 1.6858435E+21
1.1685054E+0 1.8147907E+21
1.1594250E+0 1.9295421E+21
1.1511549E+0 1.9662549E+21
1.1422655E+0 1.7955714E+21
1.1322135E+0 1.8284617E+21
1.1235205E+0 1.9082244E+21
1.1140963E+0 1.8948318E+21
1.1051307E+0 1.8697206E+21
1.0952970E+0 1.8431822E+21
1.0859010E+0 1.9491867E+21
1.0769559E+0 1.9829823E+21
1.0677164E+0 2.0362986E+21
1.0591019E+0 1.9195139E+21
1.0485994E+0 1.8092892E+21
1.0386407E+0 1.8651704E+21
1.0285546E+0 1.8909487E+21
1.0186785E+0 1.9116158E+21
1.0086128E+0 1.8744128E+21
9.9813570E-1 1.8263567E+21
9.8730882E-1 1.9668892E+21
9.7815737E-1 2.2444295E+21
9.6962779E-1 2.1628251E+21
9.5962788E-1 2.1092986E+21
9.5045290E-1 2.1011210E+21
9.4017288E-1 1.8755216E+21
9.2841490E-1 1.8139995E+21
9.1712281E-1 1.7437071E+21
9.0411153E-1 1.5399347E+21
8.8920434E-1 1.3962505E+21
8.7281049E-1 1.3405253E+21
8.5600980E-1 1.3921607E+21
8.4024714E-1 1.4953442E+21
8.2511762E-1 1.6413022E+21
8.1160331E-1 1.7356105E+21
7.9754294E-1 1.8713958E+21
7.8562215E-1 1.9646384E+21
7.7236421E-1 1.8941861E+21
7.5908082E-1 1.8706789E+21
7.4500524E-1 1.8772502E+21
7.3132437E-1 1.8550394E+21
7.1635825E-1 1.8057875E+21
7.0130583E-1 1.8016184E+21
6.8561224E-1 1.7638849E+21
6.6918066E-1 1.7589404E+21
6.5262031E-1 1.7922798E+21
6.3598205E-1 1.8110622E+21
