d81a100fn1 1.12454E+21
d81a100fn2 1.12443E+21
d81a100fn3 1.12503E+21
d81a100fn4 1.12550E+21
d81a10fn1 1.12626E+21
d81a10fn2 1.12662E+21
d81a10fn3 1.12635E+21
d81a10fn4 1.12722E+21
d81af1Mn1 1.06151E+21
d81af1Mn2 1.06379E+21
d81af1Mn3 1.06060E+21
d81af1Mn4 1.06420E+21
d81b100fn1 1.67066E+21
d81b100fn2 1.67202E+21
d81b100fn3 1.67105E+21
d81b100fn4 1.67158E+21
d81b10fn1 1.64499E+21
d81b10fn2 1.64755E+21
d81b10fn3 1.64673E+21
d81b10fn4 1.64788E+21
d81bf1Mn1 1.53719E+21
d81bf1Mn2 1.53868E+21
d81bf1Mn3 1.53732E+21
d81bf1Mn4 1.54111E+21
d81c100fn1 1.17883E+21
d81c100fn2 1.17864E+21
d81c100fn3 1.17422E+21
d81c100fn4 1.17362E+21
d81c10fn1 1.18815E+21
d81c10fn2 1.19116E+21
d81c10fn3 1.18009E+21
d81c10fn4 1.18476E+21
d81cf1Mn1 1.10486E+21
d81cf1Mn2 1.10692E+21
d81cf1Mn3 1.10299E+21
d81cf1Mn4 1.10279E+21
d82a100fn1 1.29358E+21
d82a100fn2 1.29354E+21
d82a100fn3 1.29437E+21
d82a100fn4 1.29439E+21
d82a10fn1 1.29897E+21
d82a10fn2 1.29777E+21
d82a10fn3 1.29711E+21
d82a10fn4 1.30006E+21
d82af1Mn1 1.21155E+21
d82af1Mn2 1.21426E+21
d82af1Mn3 1.21165E+21
d82af1Mn4 1.21490E+21
d82b100fn1 1.51916E+21
d82b100fn2 1.52009E+21
d82b100fn3 1.51987E+21
d82b100fn4 1.52082E+21
d82b10fn1 1.55784E+21
d82b10fn2 1.55924E+21
d82b10fn3 1.56396E+21
d82b10fn4 1.56789E+21
d82bf1Mn1 1.46727E+21
d82bf1Mn2 1.46971E+21
d82bf1Mn3 1.46647E+21
d82bf1Mn4 1.46979E+21
d83a100fn1 1.47654E+21
d83a100fn2 1.47622E+21
d83a100fn3 1.47478E+21
d83a100fn4 1.47473E+21
d83a10fn1 1.49337E+21
d83a10fn2 1.49369E+21
d83a10fn3 1.49194E+21
d83a10fn4 1.49002E+21
d83af1Mn1 1.30830E+21
d83af1Mn2 1.31462E+21
d83af1Mn3 1.31356E+21
d83af1Mn4 1.31480E+21
d83b100fn1 1.09070E+21
d83b100fn2 1.09106E+21
d83b100fn3 1.09106E+21
d83b100fn4 1.09128E+21
d83b10fn1 1.11029E+21
d83b10fn2 1.10855E+21
d83b10fn3 1.10609E+21
d83b10fn4 1.10709E+21
d83bf1Mn1 9.91246E+20
d83bf1Mn2 9.96006E+20
d83bf1Mn3 9.93600E+20
d83bf1Mn4 9.96521E+20
d84a100fn1 1.22593E+21
d84a100fn2 1.22605E+21
d84a100fn3 1.22625E+21
d84a100fn4 1.22655E+21
d84a10fn1 1.24733E+21
d84a10fn2 1.24911E+21
d84a10fn3 1.25040E+21
d84a10fn4 1.25463E+21
d84af1Mn1 1.13665E+21
d84af1Mn2 1.13980E+21
d84af1Mn3 1.13971E+21
d84af1Mn4 1.14008E+21
d84b100fn1 1.14109E+21
d84b100fn2 1.14079E+21
d84b100fn3 1.14129E+21
d84b100fn4 1.14180E+21
d84b10fn1 1.16524E+21
d84b10fn2 1.16773E+21
d84b10fn3 1.16665E+21
d84b10fn4 1.16628E+21
d84bf1Mn1 1.03627E+21
d84bf1Mn2 1.03588E+21
d84bf1Mn3 1.03886E+21
d84bf1Mn4 1.03731E+21
d41100fn1 1.38749E+21
d41100fn2 1.38792E+21
d41100fn3 1.38715E+21
d41100fn4 1.38694E+21
d4110fn1 1.37143E+21
d4110fn2 1.37250E+21
d4110fn3 1.37109E+21
d4110fn4 1.37498E+21
d41f1Mn1 1.20270E+21
d41f1Mn2 1.26700E+21
d41f1Mn3 1.25785E+21
d41f1Mn4 1.25916E+21
d42100fn1 1.10924E+21
d42100fn2 1.10734E+21
d42100fn3 1.13338E+21
d42100fn4 1.13106E+21
d4210fn1 1.18106E+21
d4210fn2 1.17859E+21
d4210fn3 1.19039E+21
d4210fn4 1.18984E+21
d42f1Mn1 8.42485E+20
d42f1Mn2 8.21401E+20
d42f1Mn3 8.61169E+20
d42f1Mn4 8.26415E+20
d43b100fn1 1.22416E+21
d43b100fn2 1.22408E+21
d43b100fn3 1.23162E+21
d43b100fn4 1.23205E+21
d43b10fn1 1.23318E+21
d43b10fn2 1.23427E+21
d43b10fn3 1.24036E+21
d43b10fn4 1.23877E+21
d43bf1Mn1 1.09015E+21
d43bf1Mn2 1.09581E+21
d43bf1Mn3 1.10695E+21
d43bf1Mn4 1.10796E+21
d43s100fn1 1.18656E+21
d43s100fn2 1.18765E+21
d43s100fn3 1.18695E+21
d43s100fn4 1.18755E+21
d43s10fn1 1.17643E+21
d43s10fn2 1.17742E+21
d43s10fn3 1.17677E+21
d43s10fn4 1.17641E+21
d43sf1Mn1 1.14876E+21
d43sf1Mn2 1.15364E+21
d43sf1Mn3 1.15215E+21
d43sf1Mn4 1.15413E+21
d44b100fn1 1.27835E+21
d44b100fn2 1.27047E+21
d44b100fn3 1.36028E+21
d44b100fn4 1.36450E+21
d44b10fn1 1.01639E+21
d44b10fn2 1.01726E+21
d44b10fn3 1.03472E+21
d44b10fn4 1.03658E+21
d44bf1Mn1 9.65996E+20
d44bf1Mn2 9.28951E+20
d44bf1Mn3 1.00805E+21
d44bf1Mn4 9.77341E+20
d44s100fn1 1.17266E+21
d44s100fn2 1.17078E+21
d44s100fn3 1.16340E+21
d44s100fn4 1.16227E+21
d44s10fn1 1.28665E+21
d44s10fn2 1.29192E+21
d44s10fn3 1.28685E+21
d44s10fn4 1.28910E+21
d44sf1Mn1 9.41859E+20
d44sf1Mn2 9.35254E+20
d44sf1Mn3 9.44256E+20
d44sf1Mn4 9.29278E+20
d51a100fn1 1.38592E+21
d51a100fn2 1.38676E+21
d51a100fn3 1.38196E+21
d51a100fn4 1.38190E+21
d51a10fn1 1.35448E+21
d51a10fn2 1.36095E+21
d51a10fn3 1.35136E+21
d51a10fn4 1.35464E+21
d51af1Mn1 1.36430E+21
d51af1Mn2 1.36712E+21
d51af1Mn3 1.36029E+21
d51af1Mn4 1.36281E+21
d51b100fn1 1.39416E+21
d51b100fn2 1.39441E+21
d51b100fn3 1.39155E+21
d51b100fn4 1.39181E+21
d51b10fn1 1.38334E+21
d51b10fn2 1.37953E+21
d51b10fn3 1.37321E+21
d51b10fn4 1.36992E+21
d51bf1Mn1 1.37406E+21
d51bf1Mn2 1.37572E+21
d51bf1Mn3 1.37355E+21
d51bf1Mn4 1.37656E+21
d51c100fn1 1.50737E+21
d51c100fn2 1.50709E+21
