x N
1.2162362E+0 1.6994971E+21
1.2068069E+0 1.7718647E+21
1.1980825E+0 1.8539012E+21
1.1893248E+0 1.8575235E+21
1.1805058E+0 1.8491059E+21
1.1715356E+0 1.8624523E+21
1.1627110E+0 1.8980485E+21
1.1539413E+0 1.9085988E+21
1.1450800E+0 1.8964501E+21
1.1360594E+0 1.8877543E+21
1.1269738E+0 1.9177691E+21
1.1180951E+0 1.9236404E+21
1.1089180E+0 1.8972254E+21
1.0996381E+0 1.9018578E+21
1.0903514E+0 1.9362339E+21
1.0812473E+0 1.9166851E+21
1.0716104E+0 1.9091199E+21
1.0622702E+0 1.9157249E+21
1.0525262E+0 1.9008183E+21
1.0428627E+0 1.8927555E+21
1.0328513E+0 1.9004302E+21
1.0230830E+0 1.9226168E+21
1.0131089E+0 1.9207904E+21
1.0031292E+0 1.8932462E+21
9.9265848E-1 1.8929260E+21
9.8246749E-1 1.8996003E+21
9.7184836E-1 1.8867573E+21
9.6129208E-1 1.8821265E+21
9.5038311E-1 1.8903681E+21
9.3968143E-1 1.8781738E+21
9.2837495E-1 1.8384126E+21
