N x
1.2326727E+0 1.6868219E+21
1.2232999E+0 1.7447664E+21
1.2144844E+0 1.8327868E+21
1.2058569E+0 1.8566727E+21
1.1971406E+0 1.8507899E+21
1.1883312E+0 1.8652821E+21
1.1796236E+0 1.8986691E+21
1.1709950E+0 1.9009444E+21
1.1621786E+0 1.8713479E+21
1.1531394E+0 1.8817080E+21
1.1442853E+0 1.9130825E+21
1.1354017E+0 1.9013717E+21
1.1262971E+0 1.8775392E+21
1.1170385E+0 1.8804880E+21
1.1078123E+0 1.9063980E+21
1.0986533E+0 1.9051744E+21
1.0892594E+0 1.8925829E+21
1.0798175E+0 1.8710718E+21
1.0700379E+0 1.8790197E+21
1.0605077E+0 1.8905129E+21
1.0506679E+0 1.8931741E+21
1.0409881E+0 1.8828046E+21
1.0308524E+0 1.8794288E+21
1.0209484E+0 1.8770164E+21
1.0105856E+0 1.8784383E+21
1.0004966E+0 1.8769033E+21
9.8990260E-1 1.8723274E+21
9.7954909E-1 1.8690129E+21
9.6868802E-1 1.8215939E+21
9.5754066E-1 1.8192272E+21
9.4639776E-1 1.8596522E+21
9.3548078E-1 1.8513885E+21
9.2397105E-1 1.8331840E+21
9.1255768E-1 1.8128687E+21
9.0049153E-1 1.7701163E+21
8.8819446E-1 1.7403024E+21
8.7536352E-1 1.6874659E+21
8.6189818E-1 1.6312268E+21
8.4773446E-1 1.5868827E+21
8.3302494E-1 1.5693727E+21
8.1802798E-1 1.5799523E+21
8.0298067E-1 1.6250643E+21
7.8827766E-1 1.6862522E+21
7.7377252E-1 1.7372855E+21
7.5939480E-1 1.7678871E+21
7.4484661E-1 1.7698329E+21
7.2993241E-1 1.7583558E+21
7.1458444E-1 1.7421724E+21
6.9873136E-1 1.7282125E+21
6.8241852E-1 1.7390007E+21
6.6600931E-1 1.7548700E+21
