T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.201665763E+00 1.197230060E+00 4.435703000E-03 1.201643818E+00 1.197170867E+00 4.472951000E-03 2.194500000E-05 5.919300000E-05
295 1.193882070E+00 1.062542967E+00 1.313391030E-01 1.193864064E+00 1.062458129E+00 1.314059350E-01 1.800600000E-05 8.483800000E-05
300 1.176343211E+00 1.196630718E+00 -2.028750700E-02 1.176330964E+00 1.196580976E+00 -2.025001200E-02 1.224700000E-05 4.974200000E-05
305 1.139702959E+00 1.042791432E+00 9.691152700E-02 1.139701568E+00 1.042742802E+00 9.695876600E-02 1.391000000E-06 4.863000000E-05
310 1.070709457E+00 1.187118783E+00 -1.164093260E-01 1.070728730E+00 1.187078619E+00 -1.163498890E-01 -1.927300000E-05 4.016400000E-05
315 1.015700377E+00 1.003415315E+00 1.228506200E-02 1.015680225E+00 1.003408459E+00 1.227176600E-02 2.015200000E-05 6.856000000E-06
320 1.016671199E+00 1.120753422E+00 -1.040822230E-01 1.016648668E+00 1.120741222E+00 -1.040925540E-01 2.253100000E-05 1.220000000E-05
325 1.019810821E+00 1.005773376E+00 1.403744500E-02 1.019781599E+00 1.005760389E+00 1.402121000E-02 2.922200000E-05 1.298700000E-05
330 1.025929335E+00 1.015093405E+00 1.083593000E-02 1.025886150E+00 1.015057513E+00 1.082863700E-02 4.318500000E-05 3.589200000E-05
335 1.036058933E+00 1.012458813E+00 2.360012000E-02 1.035989598E+00 1.012428110E+00 2.356148800E-02 6.933500000E-05 3.070300000E-05
340 1.051247836E+00 1.022587911E+00 2.865992500E-02 1.051131923E+00 1.022531417E+00 2.860050600E-02 1.159130000E-04 5.649400000E-05
