1.000000E+10 1.129418414E+00
1.468000E+10 1.129770883E+00
2.154000E+10 1.130018196E+00
3.162000E+10 1.130195912E+00
4.642000E+10 1.130329810E+00
6.813000E+10 1.130439483E+00
1.000000E+11 1.130540415E+00
1.468000E+11 1.130646502E+00
2.154000E+11 1.130770311E+00
3.162000E+11 1.130925576E+00
4.642000E+11 1.131124968E+00
6.813000E+11 1.131379299E+00
1.000000E+12 1.131695204E+00
1.468000E+12 1.132069653E+00
2.154000E+12 1.132400053E+00
3.162000E+12 1.132701020E+00
4.642000E+12 1.133122240E+00
6.813000E+12 1.13463223E+00
1.000000E+13 1.13527232E+00
