1.000000E+10 1.180418445E+00
1.468000E+10 1.180432682E+00
2.154000E+10 1.180453380E+00
3.162000E+10 1.180483360E+00
4.642000E+10 1.180526998E+00
6.813000E+10 1.180589939E+00
1.000000E+11 1.180680192E+00
1.468000E+11 1.180808120E+00
2.154000E+11 1.180986879E+00
3.162000E+11 1.181231524E+00
4.642000E+11 1.181557053E+00
6.813000E+11 1.181974647E+00
1.000000E+12 1.182486067E+00
1.468000E+12 1.183250484E+00
2.154000E+12 1.191595773E+00
3.162000E+12 1.193750047E+00
4.642000E+12 1.194397028E+00
6.813000E+12 1.194873274E+00
1.000000E+13 1.195304039E+00
